Row ID,Customer ID,Customer Name,Segment,Country Name,Region,State,City,Postal Code,Order ID,Order Date,Sales,Discount,Profit,Quantity,Category,Sub-Category,Product Name,Product ID
9214,DJ-13420,Denny Joy,Corporate,United States,West,California,San Francisco,94110,CA-2018-144071,12/8/2018,$79 ,0.00%,$29 ,3,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,FUR-FU-10000758
889,CK-12760,Cyma Kinney,Corporate,United States,West,California,San Francisco,94122,CA-2018-104976,12/9/2018,$35 ,0.00%,$17 ,6,Office Supplies,Paper,Xerox 1987,OFF-PA-10003845
4565,DM-12955,Dario Medina,Corporate,United States,West,Arizona,Mesa,85204,CA-2018-101175,12/9/2018,$101 ,20.00%,($1),6,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,OFF-ST-10004950
7443,VP-21760,Victoria Pisteka,Corporate,United States,Central,Texas,Brownsville,78521,CA-2018-109932,12/9/2018,$11 ,20.00%,$4 ,2,Office Supplies,Paper,Xerox 195,OFF-PA-10001804
7444,VP-21760,Victoria Pisteka,Corporate,United States,Central,Texas,Brownsville,78521,CA-2018-109932,12/9/2018,$237 ,20.00%,$21 ,3,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",OFF-ST-10000036
7852,TS-21205,Thomas Seio,Corporate,United States,Central,Illinois,Chicago,60653,CA-2018-169649,12/9/2018,$8 ,20.00%,$3 ,2,Office Supplies,Paper,Astroparche Fine Business Paper,OFF-PA-10000143
7853,TS-21205,Thomas Seio,Corporate,United States,Central,Illinois,Chicago,60653,CA-2018-169649,12/9/2018,$20 ,80.00%,($53),2,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,OFF-AP-10003287
8123,FP-14320,Frank Preis,Consumer,United States,East,Pennsylvania,Philadelphia,19134,CA-2018-138128,12/9/2018,$31 ,20.00%,$10 ,3,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,OFF-EN-10002500
8124,FP-14320,Frank Preis,Consumer,United States,East,Pennsylvania,Philadelphia,19134,CA-2018-138128,12/9/2018,"$1,080 ",40.00%,$126 ,4,Technology,Copiers,Canon PC940 Copier,TEC-CO-10001766
873,SM-20005,Sally Matthias,Consumer,United States,East,New York,New York City,10009,CA-2018-148488,12/10/2018,$11 ,0.00%,$5 ,2,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",OFF-PA-10004470
874,SM-20005,Sally Matthias,Consumer,United States,East,New York,New York City,10009,CA-2018-148488,12/10/2018,$106 ,20.00%,$37 ,7,Office Supplies,Binders,Poly Designer Cover & Back,OFF-BI-10000315
5999,SH-19975,Sally Hughsby,Corporate,United States,West,Idaho,Caldwell,83605,US-2018-112991,12/10/2018,$338 ,20.00%,$4 ,3,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,FUR-CH-10001708
6000,SH-19975,Sally Hughsby,Corporate,United States,West,Idaho,Caldwell,83605,US-2018-112991,12/10/2018,$26 ,0.00%,$12 ,4,Office Supplies,Paper,Xerox 1931,OFF-PA-10000019
6001,SH-19975,Sally Hughsby,Corporate,United States,West,Idaho,Caldwell,83605,US-2018-112991,12/10/2018,$91 ,0.00%,$42 ,4,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",OFF-PA-10002222
1246,NP-18700,Nora Preis,Consumer,United States,West,California,Fresno,93727,CA-2018-168494,12/12/2018,$765 ,20.00%,$96 ,6,Furniture,Tables,Hon Non-Folding Utility Tables,FUR-TA-10004619
1247,NP-18700,Nora Preis,Consumer,United States,West,California,Fresno,93727,CA-2018-168494,12/12/2018,"$3,611 ",20.00%,$135 ,12,Furniture,Tables,Bretford Rectangular Conference Table Tops,FUR-TA-10003473
1248,NP-18700,Nora Preis,Consumer,United States,West,California,Fresno,93727,CA-2018-168494,12/12/2018,$255 ,15.00%,$12 ,3,Furniture,Bookcases,Bestar Classic Bookcase,FUR-BO-10004467
2149,WB-21850,William Brown,Consumer,United States,West,California,Concord,94521,CA-2018-141607,12/12/2018,$43 ,0.00%,$4 ,1,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,FUR-FU-10003975
3142,CY-12745,Craig Yedwab,Corporate,United States,Central,Texas,San Antonio,78207,US-2018-122959,12/12/2018,$210 ,80.00%,($337),2,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,OFF-BI-10003650
4854,LH-17155,Logan Haushalter,Consumer,United States,West,California,Oakland,94601,CA-2018-113320,12/12/2018,$13 ,0.00%,$5 ,3,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",FUR-FU-10004270
4855,LH-17155,Logan Haushalter,Consumer,United States,West,California,Oakland,94601,CA-2018-113320,12/12/2018,$9 ,0.00%,$1 ,3,Office Supplies,Storage,Woodgrain Magazine Files by Perma,OFF-ST-10000617
4856,LH-17155,Logan Haushalter,Consumer,United States,West,California,Oakland,94601,CA-2018-113320,12/12/2018,$9 ,0.00%,$4 ,3,Furniture,Furnishings,Longer-Life Soft White Bulbs,FUR-FU-10001706
5486,PB-19150,Philip Brown,Consumer,United States,South,Florida,Miami,33178,CA-2018-107573,12/12/2018,$23 ,20.00%,$8 ,3,Office Supplies,Envelopes,Staple envelope,OFF-EN-10001099
2492,KD-16345,Katherine Ducich,Consumer,United States,West,California,Los Angeles,90049,CA-2018-113579,12/13/2018,$90 ,0.00%,$42 ,6,Office Supplies,Paper,White GlueTop Scratch Pads,OFF-PA-10001457
3592,RA-19285,Ralph Arnett,Consumer,United States,Central,Texas,Houston,77070,CA-2018-154186,12/13/2018,$3 ,20.00%,$0 ,1,Office Supplies,Supplies,Acme Value Line Scissors,OFF-SU-10001574
4226,EB-13840,Ellis Ballard,Corporate,United States,Central,Illinois,Chicago,60623,US-2018-102631,12/13/2018,$94 ,60.00%,($42),3,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,FUR-FU-10003930
6002,RF-19345,Randy Ferguson,Corporate,United States,West,Arizona,Phoenix,85023,CA-2018-124079,12/13/2018,$88 ,20.00%,$8 ,3,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",FUR-FU-10002553
6003,RF-19345,Randy Ferguson,Corporate,United States,West,Arizona,Phoenix,85023,CA-2018-124079,12/13/2018,$5 ,70.00%,($4),2,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",OFF-BI-10002103
8640,KC-16675,Kimberly Carter,Corporate,United States,South,Kentucky,Henderson,42420,CA-2018-129819,12/13/2018,$12 ,0.00%,$6 ,3,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",OFF-BI-10004970
1973,JD-16015,Joy Daniels,Consumer,United States,Central,Illinois,Chicago,60610,CA-2018-148950,12/14/2018,$5 ,80.00%,($9),4,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,OFF-BI-10001249
1974,JD-16015,Joy Daniels,Consumer,United States,Central,Illinois,Chicago,60610,CA-2018-148950,12/14/2018,$3 ,20.00%,$0 ,2,Office Supplies,Fasteners,Assorted Color Push Pins,OFF-FA-10003059
1975,JD-16015,Joy Daniels,Consumer,United States,Central,Illinois,Chicago,60610,CA-2018-148950,12/14/2018,$35 ,20.00%,($2),3,Technology,Accessories,Belkin Standard 104 key USB Keyboard,TEC-AC-10002718
5106,BM-11785,Bryan Mills,Consumer,United States,South,Florida,Deltona,32725,CA-2018-116568,12/14/2018,$186 ,20.00%,$14 ,4,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",FUR-CH-10002439
5703,SS-20875,Sung Shariari,Consumer,United States,East,Ohio,Marion,43302,US-2018-123519,12/14/2018,$3 ,20.00%,$0 ,1,Office Supplies,Art,Newell 35,OFF-AR-10003829
5704,SS-20875,Sung Shariari,Consumer,United States,East,Ohio,Marion,43302,US-2018-123519,12/14/2018,$137 ,40.00%,($52),1,Furniture,Tables,Hon Rectangular Conference Tables,FUR-TA-10002645
5705,SS-20875,Sung Shariari,Consumer,United States,East,Ohio,Marion,43302,US-2018-123519,12/14/2018,$264 ,20.00%,$43 ,1,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,TEC-AC-10003033
6627,TB-21400,Tom Boeckenhauer,Consumer,United States,East,New York,New York City,10024,CA-2018-145541,12/14/2018,"$7,000 ",0.00%,"$2,240 ",4,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",TEC-MA-10001127
9512,CS-11845,Cari Sayre,Corporate,United States,Central,Illinois,Chicago,60623,CA-2018-130575,12/14/2018,$9 ,80.00%,($14),3,Office Supplies,Binders,GBC VeloBind Cover Sets,OFF-BI-10002353
1575,MC-18100,Mick Crebagga,Consumer,United States,Central,Texas,El Paso,79907,CA-2018-101602,12/15/2018,$41 ,20.00%,($9),3,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,TEC-PH-10000169
1576,MC-18100,Mick Crebagga,Consumer,United States,Central,Texas,El Paso,79907,CA-2018-101602,12/15/2018,$763 ,30.00%,($22),5,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",FUR-CH-10004675
5584,JO-15280,Jas O'Carroll,Consumer,United States,West,California,San Diego,92037,CA-2018-116673,12/15/2018,$6 ,0.00%,$2 ,2,Furniture,Furnishings,Stackable Trays,FUR-FU-10003829
7007,SP-20860,Sung Pak,Corporate,United States,Central,Illinois,Chicago,60623,CA-2018-119466,12/15/2018,$9 ,60.00%,($7),2,Furniture,Furnishings,Dana Swing-Arm Lamps,FUR-FU-10001546
7484,EB-13705,Ed Braxton,Corporate,United States,East,Pennsylvania,Philadelphia,19140,CA-2018-129938,12/15/2018,$446 ,30.00%,($108),7,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",FUR-CH-10003774
2606,KN-16450,Kean Nguyen,Corporate,United States,South,Florida,Jacksonville,32216,CA-2018-112718,12/16/2018,$1 ,70.00%,($1),1,Office Supplies,Binders,Avery Binder Labels,OFF-BI-10000591
3129,CC-12100,Chad Cunningham,Home Office,United States,West,California,Los Angeles,90049,CA-2018-136399,12/16/2018,$44 ,0.00%,$15 ,2,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",FUR-FU-10004090
3130,CC-12100,Chad Cunningham,Home Office,United States,West,California,Los Angeles,90049,CA-2018-136399,12/16/2018,$242 ,20.00%,$18 ,2,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,FUR-CH-10002602
3131,CC-12100,Chad Cunningham,Home Office,United States,West,California,Los Angeles,90049,CA-2018-136399,12/16/2018,$395 ,0.00%,$40 ,5,Technology,Accessories,First Data FD10 PIN Pad,TEC-AC-10001142
3132,CC-12100,Chad Cunningham,Home Office,United States,West,California,Los Angeles,90049,CA-2018-136399,12/16/2018,$627 ,20.00%,$71 ,4,Technology,Phones,GE 30524EE4,TEC-PH-10004977
3769,KB-16585,Ken Black,Corporate,United States,South,Florida,Hialeah,33012,CA-2018-153913,12/16/2018,"$1,014 ",20.00%,$101 ,9,Furniture,Chairs,Hon Olson Stacker Stools,FUR-CH-10000988
3770,KB-16585,Ken Black,Corporate,United States,South,Florida,Hialeah,33012,CA-2018-153913,12/16/2018,$2 ,20.00%,$1 ,2,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",OFF-FA-10000490
4713,EJ-13720,Ed Jacobs,Consumer,United States,Central,Texas,Huntsville,77340,CA-2018-108273,12/16/2018,$36 ,20.00%,$13 ,7,Office Supplies,Paper,Xerox 224,OFF-PA-10000029
4714,EJ-13720,Ed Jacobs,Consumer,United States,Central,Texas,Huntsville,77340,CA-2018-108273,12/16/2018,$57 ,60.00%,($75),2,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",FUR-FU-10002116
4886,SC-20695,Steve Chapman,Corporate,United States,Central,Michigan,Detroit,48227,CA-2018-151379,12/16/2018,$114 ,0.00%,$53 ,5,Office Supplies,Paper,Xerox 1929,OFF-PA-10000595
6918,SH-20635,Stefanie Holloman,Corporate,United States,West,California,Sacramento,95823,CA-2018-124247,12/16/2018,"$1,404 ",20.00%,$70 ,5,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,FUR-CH-10001854
9020,LE-16810,Laurel Elliston,Consumer,United States,South,Virginia,Springfield,22153,CA-2018-100706,12/16/2018,$100 ,0.00%,$8 ,2,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,TEC-AC-10001314
9021,LE-16810,Laurel Elliston,Consumer,United States,South,Virginia,Springfield,22153,CA-2018-100706,12/16/2018,$29 ,0.00%,$10 ,6,Furniture,Furnishings,Ultra Door Push Plate,FUR-FU-10002268
9831,SC-20305,Sean Christensen,Consumer,United States,Central,Texas,Beaumont,77705,CA-2018-113257,12/16/2018,$320 ,20.00%,$96 ,4,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,TEC-AC-10004171
9832,SC-20305,Sean Christensen,Consumer,United States,Central,Texas,Beaumont,77705,CA-2018-113257,12/16/2018,$9 ,60.00%,($3),7,Furniture,Furnishings,Longer-Life Soft White Bulbs,FUR-FU-10001706
1495,RF-19840,Roy Französisch,Consumer,United States,South,Georgia,Columbus,31907,CA-2018-123925,12/17/2018,$40 ,0.00%,$11 ,3,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,OFF-AR-10002952
4420,EC-14050,Erin Creighton,Consumer,United States,East,Ohio,Columbus,43229,CA-2018-139633,12/17/2018,$5 ,70.00%,($4),4,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,OFF-BI-10002954
435,MK-18160,Mike Kennedy,Consumer,United States,South,Florida,Jacksonville,32216,US-2018-150574,12/19/2018,$5 ,70.00%,($4),2,Office Supplies,Binders,Insertable Tab Post Binder Dividers,OFF-BI-10000773
436,MK-18160,Mike Kennedy,Consumer,United States,South,Florida,Jacksonville,32216,US-2018-150574,12/19/2018,$248 ,20.00%,($19),5,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,TEC-AC-10002600
1432,IM-15070,Irene Maddox,Consumer,United States,South,Alabama,Florence,35630,CA-2018-120768,12/19/2018,$153 ,0.00%,$75 ,6,Office Supplies,Binders,Canvas Sectional Post Binders,OFF-BI-10001191
1433,IM-15070,Irene Maddox,Consumer,United States,South,Alabama,Florence,35630,CA-2018-120768,12/19/2018,$7 ,0.00%,$2 ,1,Office Supplies,Supplies,Acme Stainless Steel Office Snips,OFF-SU-10004115
1434,IM-15070,Irene Maddox,Consumer,United States,South,Alabama,Florence,35630,CA-2018-120768,12/19/2018,"$1,820 ",0.00%,$164 ,14,Furniture,Chairs,High-Back Leather Manager's Chair,FUR-CH-10000513
8793,BP-11095,Bart Pistole,Corporate,United States,West,California,Los Angeles,90008,CA-2018-162992,12/19/2018,$15 ,0.00%,$7 ,2,Office Supplies,Labels,Avery 516,OFF-LA-10001934
8794,BP-11095,Bart Pistole,Corporate,United States,West,California,Los Angeles,90008,CA-2018-162992,12/19/2018,$23 ,0.00%,$9 ,5,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,OFF-FA-10004248
8795,BP-11095,Bart Pistole,Corporate,United States,West,California,Los Angeles,90008,CA-2018-162992,12/19/2018,$584 ,20.00%,$73 ,5,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,TEC-PH-10001944
8796,BP-11095,Bart Pistole,Corporate,United States,West,California,Los Angeles,90008,CA-2018-162992,12/19/2018,$211 ,20.00%,$16 ,4,Technology,Phones,Clarity 53712,TEC-PH-10002085
9522,SG-20605,Speros Goranitis,Consumer,United States,Central,Illinois,Chicago,60623,CA-2018-169446,12/19/2018,$324 ,20.00%,$36 ,3,Technology,Phones,RCA ViSYS 25425RE1 Corded phone,TEC-PH-10002817
9523,SG-20605,Speros Goranitis,Consumer,United States,Central,Illinois,Chicago,60623,CA-2018-169446,12/19/2018,$16 ,20.00%,$5 ,3,Office Supplies,Paper,Xerox 229,OFF-PA-10000295
9524,SG-20605,Speros Goranitis,Consumer,United States,Central,Illinois,Chicago,60623,CA-2018-169446,12/19/2018,$33 ,20.00%,($8),3,Office Supplies,Storage,"Rogers Jumbo File, Granite",OFF-ST-10000419
1155,PS-19045,Penelope Sewall,Home Office,United States,South,Virginia,Harrisonburg,22801,CA-2018-136567,12/20/2018,$122 ,0.00%,$0 ,2,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",OFF-ST-10004337
1156,PS-19045,Penelope Sewall,Home Office,United States,South,Virginia,Harrisonburg,22801,CA-2018-136567,12/20/2018,"$2,244 ",0.00%,$494 ,7,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",FUR-TA-10001932
1157,PS-19045,Penelope Sewall,Home Office,United States,South,Virginia,Harrisonburg,22801,CA-2018-136567,12/20/2018,$62 ,0.00%,$29 ,3,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,OFF-BI-10003982
1158,PS-19045,Penelope Sewall,Home Office,United States,South,Virginia,Harrisonburg,22801,CA-2018-136567,12/20/2018,$455 ,0.00%,$100 ,2,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",FUR-TA-10000617
3150,KH-16510,Keith Herrera,Consumer,United States,West,Washington,Seattle,98103,US-2018-109036,12/20/2018,$31 ,0.00%,$15 ,3,Office Supplies,Labels,Avery 489,OFF-LA-10002043
3320,TS-21505,Tony Sayre,Consumer,United States,South,Tennessee,Columbia,38401,CA-2018-134551,12/20/2018,$44 ,20.00%,$4 ,7,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,OFF-AP-10004868
3321,TS-21505,Tony Sayre,Consumer,United States,South,Tennessee,Columbia,38401,CA-2018-134551,12/20/2018,$663 ,20.00%,$75 ,3,Furniture,Chairs,SAFCO Arco Folding Chair,FUR-CH-10004287
3322,TS-21505,Tony Sayre,Consumer,United States,South,Tennessee,Columbia,38401,CA-2018-134551,12/20/2018,$26 ,20.00%,$9 ,5,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),OFF-PA-10002689
3643,MC-17845,Michael Chen,Consumer,United States,West,California,Los Angeles,90008,CA-2018-156594,12/20/2018,$488 ,20.00%,$152 ,2,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,OFF-BI-10004632
3644,MC-17845,Michael Chen,Consumer,United States,West,California,Los Angeles,90008,CA-2018-156594,12/20/2018,$47 ,0.00%,$12 ,2,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,OFF-AR-10001725
3645,MC-17845,Michael Chen,Consumer,United States,West,California,Los Angeles,90008,CA-2018-156594,12/20/2018,$4 ,0.00%,$1 ,1,Office Supplies,Art,Newell 31,OFF-AR-10004269
3646,MC-17845,Michael Chen,Consumer,United States,West,California,Los Angeles,90008,CA-2018-156594,12/20/2018,$155 ,20.00%,$50 ,5,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",OFF-BI-10003007
3859,TC-21295,Toby Carlisle,Consumer,United States,West,Colorado,Thornton,80229,CA-2018-140816,12/20/2018,$448 ,20.00%,$90 ,7,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,TEC-AC-10001539
4283,AB-10105,Adrian Barton,Consumer,United States,Central,Indiana,Indianapolis,46203,CA-2018-103100,12/20/2018,$4 ,0.00%,$2 ,1,Office Supplies,Labels,Avery 487,OFF-LA-10003720
4284,AB-10105,Adrian Barton,Consumer,United States,Central,Indiana,Indianapolis,46203,CA-2018-103100,12/20/2018,"$1,104 ",0.00%,$497 ,3,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,OFF-BI-10004600
4419,MH-17455,Mark Hamilton,Consumer,United States,East,Ohio,Hamilton,45011,CA-2018-160157,12/20/2018,$191 ,20.00%,($21),3,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,FUR-FU-10003773
4690,CT-11995,Carol Triggs,Consumer,United States,West,Arizona,Tucson,85705,CA-2018-138681,12/20/2018,$52 ,20.00%,$10 ,2,Furniture,Furnishings,"Computer Room Manger, 14""",FUR-FU-10001876
4691,CT-11995,Carol Triggs,Consumer,United States,West,Arizona,Tucson,85705,CA-2018-138681,12/20/2018,$72 ,20.00%,$22 ,3,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,TEC-AC-10003628
4692,CT-11995,Carol Triggs,Consumer,United States,West,Arizona,Tucson,85705,CA-2018-138681,12/20/2018,$242 ,20.00%,($42),3,Furniture,Chairs,Global Low Back Tilter Chair,FUR-CH-10004860
4693,CT-11995,Carol Triggs,Consumer,United States,West,Arizona,Tucson,85705,CA-2018-138681,12/20/2018,$222 ,20.00%,$78 ,5,Office Supplies,Paper,Xerox 1888,OFF-PA-10000357
4694,CT-11995,Carol Triggs,Consumer,United States,West,Arizona,Tucson,85705,CA-2018-138681,12/20/2018,$8 ,20.00%,$3 ,2,Office Supplies,Paper,Xerox 1954,OFF-PA-10003270
6107,WB-21850,William Brown,Consumer,United States,Central,Texas,Grand Prairie,75051,CA-2018-120852,12/20/2018,$19 ,80.00%,($50),2,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,OFF-AP-10001563
6108,WB-21850,William Brown,Consumer,United States,Central,Texas,Grand Prairie,75051,CA-2018-120852,12/20/2018,$65 ,20.00%,($8),5,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,TEC-AC-10004510
7339,SM-20950,Suzanne McNair,Corporate,United States,East,New York,New York City,10035,CA-2018-163412,12/20/2018,$192 ,10.00%,$36 ,3,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,FUR-CH-10004875
5639,GM-14440,Gary McGarr,Consumer,United States,West,California,San Diego,92024,CA-2018-154893,12/21/2018,"$1,326 ",20.00%,$149 ,6,Furniture,Chairs,SAFCO Arco Folding Chair,FUR-CH-10004287
5640,GM-14440,Gary McGarr,Consumer,United States,West,California,San Diego,92024,CA-2018-154893,12/21/2018,$572 ,20.00%,$36 ,3,Furniture,Chairs,Safco Contoured Stacking Chairs,FUR-CH-10000595
6243,DP-13390,Dennis Pardue,Home Office,United States,South,Tennessee,Columbia,38401,CA-2018-134621,12/21/2018,$18 ,70.00%,($15),2,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,OFF-BI-10000977
9465,JC-15775,John Castell,Consumer,United States,East,Delaware,Newark,19711,CA-2018-109127,12/21/2018,$17 ,0.00%,$8 ,6,Office Supplies,Labels,Avery 492,OFF-LA-10004409
6146,KM-16660,Khloe Miller,Consumer,United States,West,California,San Jose,95123,CA-2018-133543,12/22/2018,$12 ,0.00%,$3 ,4,Office Supplies,Art,Newell 332,OFF-AR-10003394
6529,BT-11530,Bradley Talbott,Home Office,United States,East,New York,New York City,10024,CA-2018-146864,12/22/2018,$216 ,0.00%,$56 ,4,Office Supplies,Storage,Desktop 3-Pocket Hot File,OFF-ST-10004946
6915,NP-18700,Nora Preis,Consumer,United States,Central,Illinois,Chicago,60623,CA-2018-142510,12/22/2018,$132 ,20.00%,$10 ,1,Office Supplies,Storage,Economy Rollaway Files,OFF-ST-10000585
6916,NP-18700,Nora Preis,Consumer,United States,Central,Illinois,Chicago,60623,CA-2018-142510,12/22/2018,$18 ,80.00%,($31),6,Office Supplies,Binders,Recycled Easel Ring Binders,OFF-BI-10002824
6917,NP-18700,Nora Preis,Consumer,United States,Central,Illinois,Chicago,60623,CA-2018-142510,12/22/2018,$124 ,20.00%,$45 ,4,Office Supplies,Paper,White Computer Printout Paper by Universal,OFF-PA-10001289
9724,TW-21025,Tamara Willingham,Home Office,United States,East,New York,New York City,10011,CA-2018-101364,12/22/2018,$297 ,20.00%,$100 ,13,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',OFF-BI-10003984
3213,SF-20200,Sarah Foster,Consumer,United States,Central,Indiana,Richmond,47374,CA-2018-142314,12/23/2018,$207 ,0.00%,$58 ,11,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,OFF-AP-10002350
3980,TH-21235,Tiffany House,Corporate,United States,East,New York,New York City,10024,CA-2018-114517,12/23/2018,$53 ,40.00%,($20),2,Furniture,Tables,Hon 61000 Series Interactive Training Tables,FUR-TA-10001676
3981,TH-21235,Tiffany House,Corporate,United States,East,New York,New York City,10024,CA-2018-114517,12/23/2018,$57 ,0.00%,$16 ,3,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,OFF-AP-10002350
7005,ME-18010,Michelle Ellison,Corporate,United States,Central,Texas,Port Arthur,77642,CA-2018-126333,12/23/2018,$5 ,20.00%,$2 ,1,Office Supplies,Paper,Xerox 2000,OFF-PA-10000223
9380,CC-12670,Craig Carreira,Consumer,United States,South,Florida,Tampa,33614,CA-2018-154158,12/23/2018,$46 ,20.00%,$16 ,3,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,OFF-PA-10001295
9381,CC-12670,Craig Carreira,Consumer,United States,South,Florida,Tampa,33614,CA-2018-154158,12/23/2018,$65 ,20.00%,$6 ,1,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",FUR-CH-10004698
9382,CC-12670,Craig Carreira,Consumer,United States,South,Florida,Tampa,33614,CA-2018-154158,12/23/2018,$424 ,20.00%,($11),2,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,OFF-ST-10000078
9383,CC-12670,Craig Carreira,Consumer,United States,South,Florida,Tampa,33614,CA-2018-154158,12/23/2018,$1 ,20.00%,$1 ,1,Office Supplies,Art,Prang Dustless Chalk Sticks,OFF-AR-10001868
9384,CC-12670,Craig Carreira,Consumer,United States,South,Florida,Tampa,33614,CA-2018-154158,12/23/2018,$84 ,20.00%,($1),5,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,OFF-ST-10004950
403,LF-17185,Luke Foster,Consumer,United States,South,Florida,Miami,33180,CA-2018-113166,12/24/2018,$10 ,20.00%,$3 ,2,Office Supplies,Paper,Xerox 1974,OFF-PA-10001947
669,RP-19390,Resi Pölking,Consumer,United States,East,Ohio,Cleveland,44105,CA-2018-156314,12/24/2018,$30 ,20.00%,$9 ,5,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",FUR-FU-10003096
1267,JC-16105,Julie Creighton,Corporate,United States,West,California,Los Angeles,90045,US-2018-167738,12/24/2018,$143 ,0.00%,$41 ,1,Office Supplies,Storage,Letter Size Cart,OFF-ST-10003306
1268,JC-16105,Julie Creighton,Corporate,United States,West,California,Los Angeles,90045,US-2018-167738,12/24/2018,$292 ,20.00%,$18 ,6,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",FUR-CH-10001146
4504,BF-11170,Ben Ferrer,Home Office,United States,West,California,Los Angeles,90045,US-2018-138247,12/24/2018,$174 ,20.00%,$17 ,7,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,TEC-PH-10000213
4505,BF-11170,Ben Ferrer,Home Office,United States,West,California,Los Angeles,90045,US-2018-138247,12/24/2018,$362 ,0.00%,$101 ,2,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,OFF-AP-10000828
